time,system,cpu,mem_used,disk_r_ops_rate,disk_w_ops_rate,disk_r_bytes_rate,disk_w_bytes_rate,net_sent_pps,net_recv_pps,net_sent_bps,net_recv_bps
0,systemwide,9.6,2140925952,0.0,3.0,0.0,50517.333333333336,30.0,77.33333333333333,3836.3333333333335,79799.0
0,rdr_proxy,9.585633333333334,737181696,0.0,3.0,0.0,50517.333333333336,30.0,77.0,3836.3333333333335,79777.0
3,systemwide,127.6,2269278208,0.0,0.6666666666666666,0.0,80554.66666666667,557.3333333333334,3827.3333333333335,4497385.0,4728186.666666667
3,rdr_proxy,132.17940000000002,852922368,0.0,0.0,0.0,0.0,557.3333333333334,3827.3333333333335,4497385.0,4728186.666666667
6,systemwide,6.6,2267398144,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,28.0,28.0
6,rdr_proxy,6.1096,851795968,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,28.0,28.0
9,systemwide,8.6,2176491520,0.0,11.666666666666666,0.0,324949.3333333333,3.3333333333333335,1.6666666666666667,1944.3333333333333,134.0
9,rdr_proxy,8.735933333333334,737591296,0.0,11.333333333333334,0.0,286720.0,3.3333333333333335,1.6666666666666667,1944.3333333333333,134.0
12,systemwide,0.8999999999999999,2169122816,0.0,13.666666666666666,0.0,120149.33333333333,0.0,0.0,0.0,0.0
12,rdr_proxy,0.8192666666666667,735805440,0.0,0.3333333333333333,0.0,9557.333333333334,0.0,0.0,0.0,0.0
15,systemwide,3.1999999999999997,2162114560,0.0,4.666666666666667,0.0,40960.0,0.3333333333333333,0.0,69.66666666666667,0.0
15,rdr_proxy,1.0981333333333334,735137792,0.0,4.0,0.0,20480.0,0.3333333333333333,0.0,69.66666666666667,0.0
18,systemwide,4.8,2155851776,0.0,0.0,0.0,0.0,1.6666666666666667,0.6666666666666666,253.0,44.0
18,rdr_proxy,0.7054,733638656,0.0,0.0,0.0,0.0,1.6666666666666667,0.6666666666666666,253.0,44.0
21,systemwide,2.1999999999999997,2151997440,0.0,28.333333333333332,0.0,170666.66666666666,0.6666666666666666,0.6666666666666666,44.0,44.0
21,rdr_proxy,0.7338333333333332,733745152,0.0,5.333333333333333,0.0,49152.0,0.6666666666666666,0.6666666666666666,44.0,44.0
24,systemwide,0.6,2147717120,0.0,0.3333333333333333,0.0,4096.0,0.0,0.0,0.0,0.0
