time,system,cpu,mem_used,disk_r_ops_rate,disk_w_ops_rate,disk_r_bytes_rate,disk_w_bytes_rate,net_sent_pps,net_recv_pps,net_sent_bps,net_recv_bps
0,systemwide,463.8,5175304192,0.0,0.0,0.0,0.0,666.3333333333334,1194.0,1653813.3333333333,1743823.0
0,rdr_proxy,479.5981,4036898816,0.0,0.0,0.0,0.0,666.0,1180.3333333333333,1653799.3333333333,1742921.0
3,systemwide,420.3,5353250816,0.0,0.6666666666666666,0.0,312661.3333333333,538.0,1074.6666666666667,1685877.3333333333,1634816.0
3,rdr_proxy,427.9726666666666,4291256320,0.0,0.0,0.0,0.0,538.0,877.6666666666666,1685877.3333333333,1621814.0
6,systemwide,480.5,5622661120,0.0,0.0,0.0,0.0,617.6666666666666,932.0,2384636.6666666665,2411178.6666666665
6,rdr_proxy,490.6512666666667,4594708480,0.0,0.0,0.0,0.0,617.6666666666666,825.3333333333334,2384636.6666666665,2404138.6666666665
9,systemwide,364.2,5645815808,0.0,1.6666666666666667,0.0,233472.0,280.0,433.6666666666667,1434499.3333333333,1455688.6666666667
9,rdr_proxy,366.9388666666667,4553240576,0.0,0.3333333333333333,0.0,9557.333333333334,280.0,393.6666666666667,1434499.3333333333,1453048.6666666667
12,systemwide,196.0,5450084352,0.0,0.6666666666666666,0.0,386389.3333333333,104.66666666666667,158.0,179169.0,202907.33333333334
12,rdr_proxy,209.1716,4338892800,0.0,0.0,0.0,0.0,104.66666666666667,157.33333333333334,179169.0,202863.33333333334
15,systemwide,127.9,5184274432,0.0,0.6666666666666666,0.0,144725.33333333334,30.666666666666668,59.0,56197.666666666664,59547.0
15,rdr_proxy,132.88036666666667,4045045760,0.0,0.0,0.0,0.0,30.666666666666668,58.666666666666664,56197.666666666664,59525.0
18,systemwide,332.4,4562849792,0.0,0.3333333333333333,0.0,1365.3333333333333,237.0,494.0,627022.3333333334,750799.3333333334
18,rdr_proxy,339.38776666666666,3436331008,0.0,0.0,0.0,0.0,237.0,490.6666666666667,627022.3333333334,750579.3333333334
21,systemwide,182.6,4584849408,0.0,58.0,0.0,456021.3333333333,180.0,277.0,363476.6666666667,374458.0
21,rdr_proxy,194.61856666666665,3486535680,0.0,0.0,0.0,0.0,180.0,277.0,363476.6666666667,374458.0
24,systemwide,71.2,4587470848,0.0,222.0,0.0,17944576.0,20.333333333333332,28.666666666666668,17023.0,16247.0
24,rdr_proxy,76.67309999999999,3497213952,0.0,239.33333333333334,0.0,17944576.0,20.333333333333332,28.666666666666668,17023.0,16247.0
27,systemwide,58.5,4528308224,0.0,1.6666666666666667,0.0,238933.33333333334,13.666666666666666,15.333333333333334,1141.3333333333333,1317.3333333333333
27,rdr_proxy,69.64873333333334,3433140224,0.0,0.3333333333333333,0.0,9557.333333333334,13.666666666666666,15.333333333333334,1141.3333333333333,1317.3333333333333
30,systemwide,240.6,4589256704,0.0,0.0,0.0,0.0,439.0,931.0,1288406.3333333333,1199039.3333333333
30,rdr_proxy,249.78,3491487744,0.0,0.0,0.0,0.0,439.0,904.0,1288406.3333333333,1197297.3333333333
33,systemwide,112.9,4601999360,0.0,0.6666666666666666,0.0,141994.66666666666,120.0,192.66666666666666,181631.33333333334,182735.66666666666
33,rdr_proxy,117.85763333333334,3514953728,0.0,0.0,0.0,0.0,120.0,189.0,181631.33333333334,182493.66666666666
36,systemwide,86.39999999999999,4611899392,0.0,0.0,0.0,0.0,15.333333333333334,22.666666666666668,13453.0,12648.333333333334
36,rdr_proxy,94.06273333333333,3529248768,0.0,0.0,0.0,0.0,15.333333333333334,23.0,13453.0,12670.333333333334
39,systemwide,103.39999999999999,4656279552,0.0,12.333333333333334,0.0,101034.66666666667,116.66666666666667,138.66666666666666,180678.66666666666,190311.66666666666
39,rdr_proxy,107.90469999999999,3567120384,0.0,0.3333333333333333,0.0,9557.333333333334,116.66666666666667,138.33333333333334,180678.66666666666,190289.66666666666
42,systemwide,152.9,4708122624,0.0,0.0,0.0,0.0,160.0,377.0,442329.6666666667,419400.6666666667
42,rdr_proxy,161.10623333333334,3636068352,0.0,0.0,0.0,0.0,160.0,374.6666666666667,442329.6666666667,419246.6666666667
45,systemwide,176.4,5025374208,0.0,2.3333333333333335,0.0,207530.66666666666,181.33333333333334,226.33333333333334,319892.6666666667,383021.0
45,rdr_proxy,170.40316666666666,3918028800,0.0,0.3333333333333333,0.0,1365.3333333333333,181.33333333333334,217.0,319892.6666666667,382405.0
48,systemwide,238.9,4955242496,0.0,200.0,0.0,17646933.333333332,93.66666666666667,105.33333333333333,105319.33333333333,113961.0
48,rdr_proxy,243.3007,3763642368,0.0,216.66666666666666,0.0,17510400.0,93.66666666666667,100.0,105319.33333333333,113609.0
51,systemwide,92.60000000000001,4860194816,0.0,1.0,0.0,124245.33333333333,45.0,60.333333333333336,35484.0,38783.666666666664
51,rdr_proxy,103.8286,3716321280,0.0,0.3333333333333333,0.0,9557.333333333334,45.0,59.333333333333336,35484.0,38717.666666666664
54,systemwide,93.6,4728795136,0.0,0.6666666666666666,0.0,118784.0,26.666666666666668,29.666666666666668,22207.333333333332,21102.0
54,rdr_proxy,101.2796,3602350080,0.0,0.0,0.0,0.0,26.666666666666668,27.0,22207.333333333332,20926.0
57,systemwide,127.7,4654473216,0.0,35.333333333333336,0.0,152917.33333333334,219.33333333333334,405.3333333333333,656726.0,643112.6666666666
57,rdr_proxy,137.6763,3538112512,0.0,0.0,0.0,0.0,219.33333333333334,310.0,656726.0,636820.6666666666
60,systemwide,292.3,4825124864,0.0,0.6666666666666666,0.0,103765.33333333333,258.0,413.3333333333333,1416894.0,1439140.3333333333
60,rdr_proxy,300.4968,3697479680,0.0,0.0,0.0,0.0,258.3333333333333,376.0,1417935.3333333333,1436676.3333333333
